"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000108604",518,1478.001,2099,3808,1319,1032,2235.999,1863,2217,3395.001,2516,1915,1247,1556,621,1851.999,1177,1340,1343,1679,1630,1682.999,2042.001,2772,3248,361.001,1794,2668.999,3594,3206.999,1514.001,722,743,949,2552.001,1634,1190
"ENSG00000108622",1900,411,868.999,835,0,0,856.001,0,1537,590,864,93,278,0,0,0,79,0,405,1435,1455,2015,638,2048,798,87,416,1940.999,2003,2428.999,1274,496,397,675,1183,927.001,1231
"ENSG00000108639",774,253,661,496,2145,611,1455,446,0,591,1281,0,1233,291,0,0,1047,297,359,633,1853.999,551,469,390,580,41,426,4492,2925,2490,247,636,17,1687,1256,459,0
"ENSG00000108651",1294,364,2811,1296.999,2016,1297,1063,363,30,3084,808,88,651,4488,330,0,1625,388,675,1635,425,2366,474,812,1782,192.001,3455,1180.999,1788,1422,565,101,264,1717.999,3575,669,818
"ENSG00000108654",7220.999,5879.999,13350.001,13930.999,17155.999,8742,13551,8308.998,6499,13112.001,15916,4030,11961,3177,9153,8794,10205,2074,6783.001,26265.999,11352,16942.001,11121,21838.999,23735.001,3071,5830,17042.999,17566.999,18384,10497,4972,3780.001,8806,25395.001,9521.001,8670.999
"ENSG00000108666",431,0,0,6,0,0,368,0,0,209,0,0,0,0,0,0,347,211,68,253,312,194,542.999,0,0,119,0,692,658,0,0,103,94,0,754,112,0
"ENSG00000108669",4196.001,1834,3081.999,4782,3212,5781,3122.999,1060,605,5982.001,5081,1045,1951,158,2788.001,1101,4990.001,3318,2159.001,7872.999,5947.49,4614,5858,4108,4456.999,944.999,3241.999,6151.999,7463,7740,3191.001,2853.999,1834.001,4055.999,5519.999,4234.999,3890
"ENSG00000108671",1442,704,1302,2908.001,2738,2079,738,594,996,781,840,1,1114,1619,1494.999,2266,764,717,357,2005.001,2587,2153,3837,376,935,286.999,2626.999,557,1846,621,1458,1223,379,2538,2509,868,884
"ENSG00000108679",319,0,143,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,31,0,0,524,165,60,81,75,0,92,0,0
"ENSG00000108691",939,0,412,211,0,0,0,0,0,81,44,0,0,0,0,0,45,0,0,0,395,200,0,0,0,35,0,0,7,0,243,298,0,0,0,450,276
"ENSG00000108771",249,2,82,882.001,0,1019,308,0,0,0,817,0,0,0,72,0,0,0,289,383,0,171,0,421,284,35,0,119,195,761,0,0,0,344,298,333,1275
"ENSG00000108773",454,11,298,136,181,0,68,0,0,0,433,0,0,0,0,0,0,0,328,0,1162,74,78,0,357,23,0,64,0,237,126,213,64,82,79,397,0
"ENSG00000108774",1947,1384,3793,4235.999,546,2961,4759.667,4211.809,2772.999,4892,1619.501,2575,2020,462,5162,3491,1959.372,495,3514,4875,2199.236,7127,8039,5509,7488.999,938,4660,5501,12859.422,8089,3606.695,1249.011,1586.001,2503.949,5856.414,1775.382,3920
"ENSG00000108784",0,0,0,97,1823,0,232,1012,0,107,119,0,0,0,0,0,40,0,0,0,0,150,315,0,0,0,0,0,20,0,0,1,0,0,0,128,0
"ENSG00000108786",0,33,93,0,246,1184,0,0,0,754,508,1293,0,21,0,0,786,2,0,0,284,423,514,0,1059,19,0,222,537,2747,0,0,102,0,150,48,0
"ENSG00000108788",498,625,2823.999,1081,2394,378,1284,560,221,3524,3514,405,850,3319,919,581,2052,542,652.831,1647,4181,3064,1619,5329,6805,708.999,2738,3737.999,4418.001,2960,2306,261,1229,759,3688.999,1683,884
"ENSG00000108798",4956.999,1435,3199,3139,4229,1728,4102,2045,2711,1919,3538,2492,1272,3244,3880,3504,7451.001,1767,2335,4315,4018,4265,4804,8324,2761,1046,3027,4950.999,5456,2163,1438,3857,1723,2846,4807,1519,2947
"ENSG00000108799",4661.999,428,2110,746,864,511,1047.999,404,475,1472,2471.001,0,0,0,2541.001,0,2300,304,355,1441,1207.999,1757,2420,750,3933,437,1178,2572,4224.001,993,813.001,611,849,487.999,1426,1249,643
"ENSG00000108819",12424,5159,10118,11759,9579,8276,5301,6116,4429,7263,17377,9189,8750,8626,13478,1853,12059,12715,9718,14268,5535,23560,20821,16034,22762,3204,9394,15394,23498,12902,2168,4861,5375,8373,25219,8239,13682
"ENSG00000108821",161,0,43,0,1638,0,253,0,723,176,0,0,0,0,0,1,0,0,268,700,0,8301,0,54,0,239,0,0,90,354.999,286,68,34,0,146,52,1026
"ENSG00000108826",445,59,0,775,91,0,350,81,0,161,365,0,0,1710,290,0,424,648,531.999,1204,560,270,437,530,0,190,605,751,568,798,30,0,270,132,486,59,0
"ENSG00000108828",3039,1562,1852,1078,1603,0,674.999,1931,328,1983,2927,2188,0,2478,250,0,1132,935,1878,2918,4937.001,3734,2930,3895,2150,574,3989,1630,2039,2384,1198,856,599,2512.999,2635,1768,1495
"ENSG00000108829",2686,601,3236,1062,0,1169,911,251,2173,1500,2153,0,4141,0,978,499,989,307,1420,2343,1764,2938,2851,1847,3741,486,1048,6024,3038,4385,1766,414,928,1142,1974,1101,0
"ENSG00000108839",2988,515,2424,619,3782,595,1675,799,0,1958,1945,660,0,0,805,3130,1785,0,863,5758,150,1308,2513,2392,838,523,5566,2647,2760,844,4333,1088,299,375,1717,487,2873
"ENSG00000108840",2224,1013,1964.999,1882,3259,0,2955,2397,913,5210,3003,2122,1715,45,2396,1363,4506,1992,727,3770,210,2659,2911.999,4911,2920.001,441,1913,4028.001,6109,1980,2425,1285.999,1048.001,2770,3133.001,2237,2438
"ENSG00000108846",3504.001,327,1626,269,1738.001,3898,254,355,246,0,1976,1,1168,1563,1073,0,2957,0,246,5279.001,953,661,946,6027,2630,57,116,1595,2584,961,2480,60,644,1427.999,614,183,2108.001
"ENSG00000108848",1729,894,5356.999,2030,5797,4359,1842.001,2700,661,5770.999,3807.001,698,237,226,2098,0,7822,850,1893,10533,3038,7513,8669,4043,10610,1257,939,4214,3828,2109,3465,553,1470.001,692.001,7420,2324.998,1046
"ENSG00000108854",1387,407,2538,1233,2437,0,1637,1192,0,1414,1062,0,681,544,850,1641,2383,715,535,502,2340,2339,1901.999,79,947,72,758,1526,1871,323,1296.999,778,783,1088,3128.999,869,834
"ENSG00000108861",1381,393,2869,1076,352,1813,1983,1243,89,740,1325,706,600,1590,1753,1297,5498,771,940,1343,1144,4194,829,1681,2479,711,1214,2840,3078,4538,740,1064,370,2547.999,2591,1131,1295
"ENSG00000108883",223,303,1070,624.999,3915,611,1305,817,452,1247,1138.999,0,0,2690,2377,1967,1442.001,1705,1467,3084,3981,1836,1397,815,523,214,1250,2374,1585,2859.001,1502.999,1894,724,1233,1552,198,1829
"ENSG00000108924",0,0,0,74,0,0,0,0,626,115,91,0,0,552,53,0,739,0,26,413,678,582,436,662,0,56,0,602,34,0,39,177,0,0,317,219,0
"ENSG00000108932",962,23,415,0,0,0,21,217,0,1349,58,0,0,283,0,0,0,0,0,219,541,1035,1,602,657,0,0,192,70,0,201,194,0,279,40,414,278
"ENSG00000108946",21216.002,5287.998,18073.2,13750.323,8530.001,8201,7997.83,11508,3626,15234,23860.427,2289.999,1382,12278,16238,3112.006,18489.111,7038,8365,29533.101,14060.611,21773.911,15999,34198.739,18881,3873.082,24723.001,26922.999,29022.002,12459.999,30224.925,8558.002,6475,7183.001,26311.957,11719.226,12028
"ENSG00000108953",7961.999,1966.001,7947,3627.999,6050.999,3401,4310,3103,2708,8046.001,8444,1526,3338,4509,4087,3444.001,3523,2969,5443.001,12274.001,5620.001,11466,11707.001,24923.999,12185,1467,3320,10187,14609.001,12798.999,28183,3891.999,2241,5936,10917.999,7117.001,5207
"ENSG00000108960",3768,974,4801,1765,4066,0,1195,788,1144,995,1417,0,347,1889,802.001,0,1026,1093,628,4326,1011,684,1737,15496,789,312,752,3418,1615,761,14182,885,127,1988,2109,1733,1278
"ENSG00000108961",0,165,199,230,615,1039,454,0,45,778,10,0,0,0,286,0,515,0,0,695,0,515,234,0,417,181,0,432,540,73,170,0,113,0,693,579,0
"ENSG00000108963",259,0,34.949,119.239,0,0,198,0,0,255,137.446,974,298,1.531,219,0,266,0,155,418.451,28.257,379,0,468.544,2.211,140.316,941,93.59,0,393.237,163,0,0,11.533,525.191,27.468,0
"ENSG00000108984",0,54,516,131,0,0,139,113,1890,16,50,0,0,0,489,0,0,121,399,736,0,471,107,1537,0,1,0,634,713,763,37,139,91,0,335,265,73
"ENSG00000109046",3655,1282.001,1877,1336,348,2868,1984.001,1580,847,1108,2391,858,0,3330,1730.001,1771,1236,1750,1246.999,4345,2109,4412,2693,2185,773,685.001,1902.001,1443.999,4074,2367,1796,980,414.999,2237,3445,1015.999,416
"ENSG00000109062",4346.999,623,4275.001,4910,35,2271,3222,1019,1919,3566,2482,1392,472,255,2229,0,6693,2162,1749,9593,7158,3638,3144,7118,480,689.001,7107,3607,7813,2127,1232,1046,1906,830,8462,3981,3237
"ENSG00000109065",0,79,192,557.999,0,0,411,162,572,948.999,0,0,0,2978,157,0,91,839,397,957.999,296,358,11,846,439,118,180,25,317,2583.999,1347,174,1,206,1279.999,530,0
"ENSG00000109066",383,67,125,0,0,0,267,0,0,0,182,0,192,0,0,0,0,37,67,0,0,223,79,3,0,121.999,0,1,489,185,151,0,123,0,228,183,0
"ENSG00000109079",911,558,1801,626,967,0,612,671,1537,534,995,0,400,755,0,0,58,115,431,620,1296,1664.001,2625,607,2611,146,719,2071,328,2258,638,474,854,983,2650,1589,482
"ENSG00000109083",0,28,165,700,1112,623,271,713,517,1099,141,67,0,0,608,0,964,105,211,666,441,765,261,0,0,79,0,1,575,766,187,394,201,200,402,586,0
"ENSG00000109089",908,0,429,166,458,0,0,0,347,401,628,1645,0,0,0,0,0,0,742,90,29,920,622,44,492,46,1131,201,221,1074,146,0,79,0,403,320,1
"ENSG00000109103",1788,249,2992,1321,268,1647,306,607,90,205,1642,124,0,1493,1280,0,1482,53,784,1465,858,1339,1544,3026,171,282,810,3671.001,2977,2870,448,488,256,394,1391,971,186
"ENSG00000109107",0,0,234,124,0,0,196,642,0,43,465,0,391,0,0,0,1266,0,122,828,320,185,248,133,291,151,155,330,862.001,0,278,0,361,663,1103,8,0
"ENSG00000109111",2838,4430,8351,6451.001,4717,4515,4661,4136,2514,9878,10546,570,5132,2941,3476,3248,4162,2672,3056,12665.001,6913.999,11776,13856,7734,9037,2162.999,5770.999,9959,10181,13994,2376,5955,2755,10344.001,14331,3512,4679
"ENSG00000109113",358,8,198,68,2047.999,246,267.999,81,0,105,482,0,2048,0,0,0,1011,0,105,161,141,479,623,343,0,184.999,0,630,1543,1384,224.001,0,28,196,365.999,64,0
"ENSG00000109118",382,1001,1692,1826.998,1452,3421,1003,346,793,2604.999,3341,1795,1471,0,2462,252,1712.001,1943,1671.999,1108,3421.001,2739,1129,4038,1820,796,1336,2818,4206.999,1544,855,1072,995,1481.001,2926,1251,2394.001
"ENSG00000109133",301,106,1336,299,0,0,299,103,0,1401.001,1049,0,0,0,0,0,41,0,320,1647,355,146,137,712,13,57,0,896,1781,0,379,835,186,644,602,300,0
"ENSG00000109171",211,634,2771,1447,108,1528,3381.999,2553,969,2687,4639,677,2553,412,2794.999,87,2335,1195,2402,5484.999,4453,2993,6522,7042.999,7119,908.999,2610.999,6147,7278,4145,10257,527,1251,830,5757,2220.001,1181
"ENSG00000109180",0,98,849.001,586,1457,0,668,1370,612,970,217,737,90,86,45,139,1072,0,654,3570,330,595,858,677,1006,48,3798,2958,2514.001,636,1225,416,726,1,1272,957,507
"ENSG00000109184",510,74,1226,1304.001,32,0,228,566,1041.001,386.999,522.999,0,1444,0,906,3331,32,0,467.001,2430,10,940,1100,2140,6,219,610,2064,1663.001,996,660,109,0,578,1113,237,212
"ENSG00000109189",1023,153,368,0,0,0,89,0,0,222,3,0,0,0,6,0,0,122,473,0,203,114,404,0,0,96,195,0,570,245,83,15,247,0,38,145,83
"ENSG00000109220",23,361,544,211,361,0,366,650,553,519,234,0,399,0,120,0,192,0,301,1,21,1298,1205,1383,0,47,556,925,333,577,791,222,186,447,654,507,55
"ENSG00000109265",1407,87,1235,1140,0,0,623,0,0,0,484,977,0,0,12,0,188,857,313,363,1505,1032,545,730,803,28,15,482,463,568,263,154,11,526,476,0,0
"ENSG00000109270",190,0,936,498,3,2145,210,202,0,3,831,0,0,0,686.999,0,2442,124,80,2134,0,409,149,0,393,25,931,498,780,1,756,308,0,179,1017,267,270
"ENSG00000109272",1218.614,1204.066,4886.671,901.427,9932.699,0,508,138.677,61,2023.064,2342.009,152,2.01,0,4180.032,0,679,604,155.171,7938.948,414.95,3031.12,2022.001,11458.139,2277.474,254.887,1115.958,1035.8,6569.73,3451.679,10559.165,1,48.027,861,3536.462,238.348,0
"ENSG00000109320",1733,1208.999,4570.999,2815,1964,352,1709.001,1296,204,1818.001,2909.999,0,274,1718,1709,290,2991.999,2352.001,1289,2414,3566,2251,3876.001,4220.001,1493.999,484,780,5725,5926,5247,1469,1022,1518.001,2602.001,2711.001,2837.999,1899.001
"ENSG00000109323",38,89,1154.001,813,889,0,705,346,200,532,1445,418,0,0,371,0,535,1,714,973,2767,2435,962,253,1298,229,239,3064,3556.999,1285,1551.999,913,624,678,1626.001,915,631
"ENSG00000109332",9427,2033,8174,13340.001,10281.002,4378,7069.001,5184.999,8793,12429.001,10013,2225,6729.001,7011,7683.001,379,9181,4439,4793,21493.997,12257,17362.998,14909.999,17757,16194,2266.999,7420,17901.999,25471,17000,9158,7827,3794,6388.001,14254.998,6535.999,4144
"ENSG00000109381",456,700,2610.999,927.999,0,0,1198,638,304,1539,1320,0,526,279,1663.999,594,1803.001,1827,471,1777.999,3240.001,2978,1699.999,5885.999,1480,181,10,2486.001,5206.001,1818,1751,748.999,44,2549,2835,1201,1491
"ENSG00000109390",0,311,303,478,151,0,421,100,0,290,314,0,1122,0,0,0,63,0,113,601,143,353,473,641,1816,192,59,155,619,1415,658,0,138,1528,1058,266,0
"ENSG00000109436",3319,501,3447,2426,599,0,3631,1023,666,456,1082,0,0,1957,1439,0,2719,261,1197,5175,1493,3635,2980,4920,500,440,615,3651,945,1420,487,1832,55,1676,1685,1026,2762
"ENSG00000109445",437,223,595,98,485,0,920,17,353,620,885,48,1362,11,1282,0,3351,0,80,673,326,3184,1463,890,1013,94,1428,351,608,321,712,133,119.001,1635,738,404,178
"ENSG00000109452",0,111,735,374,0,153,279,83,37,437,280,0,0,0,0,105,205,562,21,637,166,1646,361,3156,702,227,547,315,224,784,1023,758.001,73,265,747,161,953
"ENSG00000109458",991,415,874.999,495,178,1005,1490.002,342.999,118,2226.001,616,2,1975,110,1320,476,10,748,192,952,631,1725.999,1106,1545,1057,82,620,374,2956,3562.999,817,568,1385.001,1192,1414.001,871.999,888
"ENSG00000109466",37,451,381,2302,2565,997,990,129,370,655,879,0,0,228,817,8,2325,221,559.251,1035,841,3478.999,2645.999,2710,956,456,729,1563.001,4996,3835,1202.999,398,262,316,3466,1162,141
"ENSG00000109472",0,23,340,0,0,0,582,0,0,1,0,0,0,0,0,0,0,0,0,58,0,28,0,0,0,9,0,0,0,0,0,265,0,0,0,117,157
"ENSG00000109475",14777,4331,34823,29042,15023,12842,19975,8493,7453,15544,17759.001,5257,5977.001,8191,9768,5433,23925,4806,7680.001,28135,29806,24264,17761.999,20929,15242,4809,14813,26041,43458,32007,15611,10652,5535.999,22836,30878.999,12801,20559
"ENSG00000109501",0,65,22,103,0,0,0,504,0,57,0,0,0,0,0,0,0,0,0,0,77,151,56,0,0,0,0,941,0,0,0,0,0,0,0,0,0
"ENSG00000109519",147,109.001,1841,457,0,2523,1201,71,0,986.001,760,0,0,0,570,677,2138,0,592.001,499,854,875.001,1875,543,0,378.999,28,1201,364,3138,373,305,321.001,957,1825,839,1023
"ENSG00000109534",0,198,74,295,2202,0,80,106,131,87,67,109,0,0,302,0,0,1233,9,1464,0,1256,307,0,0,235,64,398,0,479,70,0,0,196,730,266,0
"ENSG00000109536",1,0,537.072,172.805,0,714,316,0,0,302.974,145,0,0,0,0,335,252,0,116,2171.004,339.289,793.008,459,414,402,19,0,975,1028,1572.362,135.001,165.396,0,88,944.295,252.998,464
"ENSG00000109572",3958.999,747.001,2292,1156,8759,864,1973,2825,1830,2984,1836.999,440,675,1938,1538,2825,1799.999,0,360,7070,1612,1664.001,3062,5705,1585,252,1580,4784,3131,1351,10229,542,762,2251,2146.001,1970.001,5822
"ENSG00000109586",0,0,17,65,0,760,35,0,0,3,158,51,1506,0,0,0,0,394,246,932,1,83,0,0,0,0,0,78,631,0,0,0,0,0,327,0,0
"ENSG00000109606",1860,446,2962,3747,1951,1275,2030,1375,660,3309,2128,0,571,742,2138,2358,1318,938,2084,4340,1252,5397,4131,4426,1862,364,2709,2925,1931,4522,1355,1115,1527,4381,4846,333,1909.999
"ENSG00000109618",709,57,552,199,0,0,859,0,0,535,170,0,0,0,231,736,0,0,1,105,1950,1180,1308.001,0,106,111,311,588,1521,2985,701,336,58,0,514,498,127
"ENSG00000109654",0,105.836,676.438,92.374,11,438,254.479,645,0,259,798.202,0,0,1361,1.229,0,282,460,640.247,438,0,1349.37,339.876,0,1605.023,382.728,2621,0,800.348,243.62,177.112,73.912,3,662,50.26,342,232
"ENSG00000109670",6167,3851,9432,8164,4646,10464,7970,3120.001,1471.999,6947,5166.001,2686,207,3896,5216.001,7927,13274,249,4591,16585,5654.001,19041.002,11116.999,6959.999,2759.999,1438.999,2922,12764,12427.001,8204,9402,1237,4130,8628.001,13175.999,3466,4367
"ENSG00000109674",1584,37,1091,430,2209,120,544,203,1238,330,65,0,74,0,392,1350,233,0,202,1223,150,2243,1329,2683,1108,65,32,830,3975,1142,885,1384,972,0,1223,262,251
"ENSG00000109680",0,6,80,142,1,0,0,108,13,111,63,0,0,0,0,0,0,0,25,573,0,51,0,0,127,10,0,0,204,0,7,107,150,111,410,125,0
"ENSG00000109685",4531,2134.001,2343.999,2428,5290,4461,1741,2770,1259,1456,3493.999,657,0,4036,5096,0,561,865.999,3300.002,2115.999,2439,5647,3668.999,4064.001,2535,737,6430.999,2581,6358,2743,823,1083,977,3193,7179.001,1852,3773.001
"ENSG00000109686",927,526,952,542,471,3629,1234,574,4037,58,986,131,0,0,526,0,2893,942,1393,2693,885,3722,1113,262,1122,535,607,449,456,1579,545.005,524.999,384,517,1196,1508,634
"ENSG00000109689",0,77,337,90,0,0,318,0,0,0,0,0,0,0,39,0,0,0,205,1,26,690,619,132,507,91,5,313,383,289,47,129,438,0,1130,0,0
"ENSG00000109736",0,7,154,0,0,1394,0,0,0,861,52,0,0,280,498,0,476,0,40,130,0,0,237,273,88,45,0,0,467,0,3,54,0,572,299,80,0
"ENSG00000109743",0,0,171,193,0,0,294,105,0,64,0,0,1119,0,4,0,0,184,243,100,0,230,143,0,0,14,138,456,162,252,114,0,0,0,146,157,0
"ENSG00000109756",4549,1155,3243.001,4773,2411,3031,2258,779,516,4411.999,5023.999,356,515,19,2469,0,5334,2346,2313,11293,6790.999,6409,7452.888,5146.001,3700,1495,7334,4851,7586,5297,3021,1719,1413,1090,8940,2866.001,3611
"ENSG00000109762",1355,272,356.001,1015,0,0,225,234,0,129,394,0,338,0,5,0,215,0,184,365,3596,1439,233,261,811,64,272,188,226,528,42,0,123,408,907,90,340
"ENSG00000109775",183,80,263,313,0,1190,309,0,0,486,0,0,0,0,0,0,721,0,256,1627,5,512,20,0,0,17,307,349,960.999,348,571,0,158,267,486,195,369
"ENSG00000109787",6430,2251,6541,3530,7050,8737,4993,1817,2145,2799,5798,3368,2860,4150,2886,32,5152,1790,2033,6208,2605,6376,6440,11421,6025,1211,6331,4797,11744,5552,5004,2727,2542,5039,9483,5277,5011
"ENSG00000109790",2697,879,5294,2187,8805,1430,3260,1596,1901,1623,2862,481,1014,0,1618,1497,2661,376,1726,3084,5526,5110,6602,5688,7668.001,799,4454,4392,4697.001,11598,5234,2504,900,1138,8016,1299,1692
"ENSG00000109794",0,136,68,0,0,0,0,72,0,0,407,0,0,0,29,0,0,0,252,861,0,75,0,0,330,0,418,173,0,0,0,0,89,0,64,114,30
"ENSG00000109805",888,0,450,334.001,3,224,85,936,320,805,144,0,0,0,298,2064,229,231,100,684,0,532,1819,259,145,70,811,693,654,231,306,448,140,44,1406,578,0
"ENSG00000109814",194,9,182,90,0,0,141,163,716,592,18,171,0,0,80,0,890,0,258,1823,1408,1103.999,752.999,430,0,139,249,207,829,374,204,134,33,76,1380,312,4
"ENSG00000109846",0,0,0,44,0,0,250,0,1102,2,0,0,0,0,424,2415,0,0,74,0,0,840,40,0,0,1,0,0,177,0,0,318,0,0,5,0,0
"ENSG00000109854",0,142,763,271,0,0,869,519,0,467,842,1125,0,446,3,60,1358.999,976,134,1836.999,375,1684,930,355,1165,215,2369,711,2011.999,533,1882,162,197,79,879,214,355
"ENSG00000109861",1428,245,730,771,274,47,1329,291,828,1004,813,1180,0,279,631,1115,491,414,499,1505.999,441,1366,1383,1456,1495,251,1036,1873,4619,1212.001,808,109,311,1300,339.999,257,168
"ENSG00000109881",0,0,396,0,188,3,147,643,182,396,406,0,0,0,0,0,0,0,0,126,0,852,67,0,1,198,0,229,27,0,0,156,0,0,1320,491,0
"ENSG00000109906",1725.999,756,3338,289.001,2627,4357,2294.999,881,393,1373,1795.001,2061,176,6263,196,0,90,464,1369.999,5291.999,957,3200,5046,619,4176,528,3658,1087,1397,1171,618,199,509,1970.999,3401,645,3077
"ENSG00000109911",219,100,182,69,0,0,0,154,0,0,73,0,0,0,126,0,1413,832,92,393,862,654.001,197,0,258,28,0,434,294,0,424,60,0,17,571,21,0
"ENSG00000109917",2354,953,1767.001,2075.001,1039,0,1942,879.999,419,1275.999,4943,407,475,0,502,0,1153,1517,1195.999,3841,1546,6315,367.999,1336,9599.001,453,1665,3087,2827,2352,974,324,1800.001,1785,3853.001,2768,1065
"ENSG00000109919",0,168,831.999,355,3114,0,596,993,263,903,686,291,0,1342,436,0,423,309,101,3377.001,805.001,918,806,1461,11,42,1445,488,2132,677,167,341,454,2449,1034,371,821
"ENSG00000109920",682,207,369.001,1833.001,1648,1633,687,257,79,339,1125,0,0,1876,1129.999,0,639,169,454,1828.001,1233,3537,1306.999,511,2354,412,2118,3334,3107.999,3319.001,1009.999,944,599,1292,2001,2131,2178
"ENSG00000109929",1401,14,417,832,397,0,122,455,0,1312,932,0,0,0,561,1,0,0,0,289,695,171,103,0,208,32,80,708,111,887,219,301,551,503,756,133,0
"ENSG00000109943",0,0,203,45,0,0,140,231,0,315,342,0,0,0,356,2658,0,0,0,421,13,335,185,0,0,78,0,249,219,1624,0,1,332,109,480,99,300
"ENSG00000109944",193,0,114,179,0,0,0,0,0,0,156,0,0,0,0,0,0,0,161,0,0,392,840,0,0,45,0,426,266,590,0,285,0,0,0,378,171
"ENSG00000109956",0,31,103,27,0,0,19,0,0,335,583,0,0,0,0,0,0,159,188,0,0,4,0,0,785,2,0,0,286,0,0,0,234,0,306,0,0
"ENSG00000109971",26037.999,6935,33711.001,33419.998,35455,16391.999,25669,14898.998,8151,27118.001,25718.999,6329.999,9620,18368,21926.999,9421,45315.999,11300,15636.001,51924.002,26780.001,43870,32756.001,45627,31096,6896,23511.999,27904.001,39926.999,41913,23478.001,13360.999,10130.999,29055.999,47840,24856.001,28278.003
"ENSG00000110002",319,77,16,0,0,1352,15,0,0,0,316,0,0,229,136,0,0,0,46,873,165,249,14,0,596,43,174,636,110,410,96,0,115,0,169,68,0
"ENSG00000110011",270,436,2136,1276.001,136,3304,260,209,1892,312,718,0,604,0,1058.999,0,259,276,353,4465,678,1297,1039,885,2311,255,2747,3133,2220,836,1487,546,119,449,1628.001,908,583
"ENSG00000110013",1466,614,958,351,993,0,1636,400,410,177,281,158,0,0,861,0,523,0,213,1304,2244,410,357,2653,2680,478.001,1127,3490,3018,971,5912,524,249,719,396,321,855
"ENSG00000110025",82,247,43.402,0,2665,1348,108.926,105.926,0,25.307,186.731,2187,140,502,0,0,493,1232,618,1671,349.987,468,1419.988,345.522,2122,77,516,361.031,2252,643,499,595.263,63,0,547.163,228,1021
"ENSG00000110031",22,200,597,1739,113,2670,441,370,0,2111,566,0,0,0,9,34,341,300,133,1207,743,1095,437,74,1781,96,264,901,471,914,544,30,549,984,1064,589,0
"ENSG00000110042",1347,84,160,158,0,283,359.001,144,0,0,268,0,0,0,746,0,0,0,153,1048,267,634,718,489,0,103,897,322,464,102,0,0,7,0,959,464,464
"ENSG00000110046",1547,391,336,1672,1441,127,514,174,122,1148,893,0,0,0,1133,0,1923,845,706,142,43,2463,1053,169,501,162,2346,551,1669,657,144,642,196,369,1608,1148,59
"ENSG00000110047",6663,1929,6133,6276,193,1356,6188,3554,3716.999,8514.001,9983,1614,1176,5447,5653,3667,9660,4295,3091,12606,7704.999,6079,6732,5870.001,2924.002,1671.998,4848.001,7396.001,10763,19825.999,5937,3197.999,1838.001,4480.999,8510.999,2930.001,2867
"ENSG00000110048",3546,398,919,1882,1340,2765,2018,811,834,462,2468,0,772,0,1582,3177,1158,617,998,3205,1725,2017,1681,421,1505,373,2731,1117,2501,3132,1250,19,590,188,3869,612,1935
"ENSG00000110057",474,146,849,124,121,0,95,0,0,312,231,0,1189,0,0,0,1215,1384,65,252,89,400,539,0,397,142,139,2124,1992.001,0,226,202,215,0,166,199,0
