"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000107242",54,230,4,819,155,0,252,0,1347,213,432,0,164,0,283,0,437,0,397,416,0,466,940,964,1033,53,0,724,851,256,932,229,90,214,148,134,40
"ENSG00000107249",0,0,66,428,0,0,0,119,632,0,31,0,0,0,0,0,765,0,101,623,0,299,146,0,0,35,0,0,0,0,0,69,2,146,223,84,0
"ENSG00000107262",5455,2644,5527.001,5326.999,5084,632,6671.999,3091,3221,6275,9996.001,1998,2574,1071,13489.999,2507,5394,2853,5471.001,9799,9213,21696,31653.001,11918,15706.001,1798.001,10798,12368,31600,9970.999,5732,5291,1458,6428.999,12951,5267,5921
"ENSG00000107263",7995.999,1804,6505.001,8068,2005,915,3491,2634,2673,7599.999,13035,1231,2889,2629,3662,4902,3156,2966,3962.999,8732,7574,7425,13428,6757,5277,1721,8101,10472,6084,13225,1730,3204,908,5357.999,12097.999,3835,2329
"ENSG00000107281",22,400,242,56,89,0,625,225,879,1091,572,0,0,89,26,0,1536,385,426,687,1345,571,184,1174,1836,95,700,140,9,1100,456,144,10,6,100,601,135
"ENSG00000107282",0,0,302,654,0,0,98,436,0,150,37,0,1167,0,0,0,0,0,0,319,0,86,480,0,0,16,22,0,0,1379,73,0,8,0,672,538,0
"ENSG00000107290",4587,800,3642,3888,1637,2041,3388,2727,0,3159,5354,0,2624,2109,3297,0,5173,1195,1625,6422,4939,6167,4347,5107,4829,1064,2368,2986,7057,8535,4242,2343,768,3941,4518,2432,3370
"ENSG00000107317",0,59,58,0,122,0,0,2,0,1,1,0,0,0,0,0,0,0,0,248,0,334,344,136,264,0,0,149,299,472,71,228,0,14,536,8,0
"ENSG00000107331",704,24,190,0,3544,0,488,0,803,596,511,0,0,0,0,0,0,0,202,606,0,49,0,673,0,274,20,176,873,0,0,1,0,363,55,0,0
"ENSG00000107338",0,0,141.136,0,0,0,0,0,0,335,0,0,525,0,0,0,0,0,21.578,741,0,85,0,0,0,77,252.481,0,0,0,32,234,0,0,836,44,0
"ENSG00000107341",3559,1288,3960,3182,2882,1870,2428,1130,2155,2678,3865,620,2085,1245,2115,3582,3829,525,2761,2045,2978,4548,3564,9737,8889,755,1767,6124,12049,4251,2653,513,2343,4509,5769,2398,2865
"ENSG00000107362",52,0,214,109,0,5,315,870,0,287,378,0,1297,0,1438,0,469,0,173,1294,0,296,1033,170,474,42,0,209,394,1061,189,168,738,502,349,168,553
"ENSG00000107371",25,227,133,354,1488,250,1172,823.999,0,79,192,0,0,0,0,0,0,0,531,933,302,1039,313,0,134,91,551,655,1243.801,1221,288,290,58,336,910,444,618.001
"ENSG00000107372",3473,951,1390,2549.963,1165,2755.001,2285,1305,2117,2999,2785,1100,904,5651,3999.001,8,4060,1013,1099,5602.831,4551.964,3466,2248.999,5792.936,2429.981,1111.999,5443,4006,5329,6633.984,1989.776,1405,755,1365,4036.091,1824.001,1218.955
"ENSG00000107404",972,57,325,707,1203,0,6,188,0,0,810,50,735,0,0,0,0,0,486,343,359,704,306,147,143,40,0,159,129,976,233,279,493,1632,212,372,577
"ENSG00000107438",4518,2937,6948,4293,1968,5435,2967,2199,543.999,3814,4586,1931,62,349,3322,2636,3841,360,1157,7650,2061,5083.001,5095.999,15106,8224,1157,6193,9106.001,7229,11290,23307,2267,2463,2325,5624,2326,3909
"ENSG00000107443",579,21,32,24,0,224,185,0,0,176,34,0,469,0,0,0,1,0,7,0,0,234,76,0,49,0,47,695,708,150,106,37,0,868,438,25,0
"ENSG00000107485",53,248,544,305,0,0,383,0,3,0,68,0,16,149,217,422,0,0,0,300,567,156,701,0,0,121,211,1620,871,986,162,34,84,0,407,717,0
"ENSG00000107518",0,3,0,79,0,0,0,201,0,0,0,0,0,0,0,0,0,558,604,0,0,126,0,159,0,2,0,0,0,356,0,15,0,15,0,62,0
"ENSG00000107521",2738.999,612.001,921,3240.002,476,2104,2780.001,1467,287.001,2789.001,2280,2587.001,389,0,1187.999,4,1887,769,1033.999,2283,3649,5952,4783.001,3954,6421.001,816,1927,5685.001,15509,2104,1540,1694,394,2859.999,3055.746,1674,1750.001
"ENSG00000107537",0,37,139,305,0,0,616,63,0,60,418,0,0,0,0,0,64,0,0,137,703,583,590,0,2546,210,301,1393,0,549,92,0,123,644,565,441,610
"ENSG00000107551",1077,212,687,814,643,0,1774,135,0,0,673,348,0,3354,1578,0,780,0,282,420,648,158,2213,0,0,210,423,603,1285,0,330,0,46,975,603.001,665,578
"ENSG00000107554",763,629,1072,149,0,522,312,361,120,2979,1525,0,702,181,1085,0,981,1280,1084,778,1284,2336.999,2853,377,1369,266,1851,103,269,1406,552,1132,1098,284,3318,610,434
"ENSG00000107560",637,240,732,118,299,0,1004,233,0,1326,223,0,0,0,0,0,32,1246,385,903,328,941,426,283,585,98,0,0,285,4164,179,0,53,164,666,178,181
"ENSG00000107562",0,47,739,623,1323,0,277,0,0,1028,197,0,0,2,0,4394,904,0,431.999,156,747,640,610,1371,924,109,1707,377,67,126,732,0,49,0,314,378,597
"ENSG00000107566",352,1,762,548,0,1005,161,149,0,49,365,0,0,0,1410,0,1732,0,0,1089,0,676,387,0,2,56,0,555,1313,194,370,306,109,704,542,367,143
"ENSG00000107581",23274,9198,27104,27357,16045,16543,18213,15788,8193,21771,28629,1007,13414,23314,14648,7481,24491,12588,14758,46050,22001,43598,48750,27195,43982,8374,26472,22060,29884,32878,12551,13807,4437,15565,46755,15011,16922
"ENSG00000107611",0,0,0,153,20,0,0,47,0,0,313,222,0,0,0,0,2,0,2,0,437,0,0,0,0,0,0,0,137,0,28,0,0,0,472,132,0
"ENSG00000107614",0,0,619,108,1267,0,0,110,0,254,0,0,0,0,0,0,0,0,125,690,0,46,0,0,0,0,0,541,1036,0,194,0,0,38,524,110,0
"ENSG00000107625",0,209,1189,637.001,290,0,431,124,735,1092,424,137,0,488,0,0,239,61,0,512,381,1294,489,610,229,158,1042,1747,903,2781,404,375,281,1541,1533,473,1351
"ENSG00000107643",760,4,1052,740.001,122,0,65,302.001,558,17,721,0,929,0,935,1577,1334,0,392,84,452,1061,1416,1271,1748,22,773,805,730,1743,649.999,494,78,174,788,676,539
"ENSG00000107651",2490,515,2308,1158,1815,1383,481.001,1506,1431,2251,1079,0,0,0,1329,0,1372,1192,200,886,1658,1612,2975,1399,2489,492,1857,1661.001,1327,1035.001,1623,390,675,881,2033,2016,927
"ENSG00000107669",366,435,245,940,1430,10,608,574,343,956,492,0,738,0,2100,0,184,617,0,2172,1421,457,519,3105.001,672,73,854,1299.001,1366,467,2398.998,435,336,1353.001,1492.999,271.001,1173
"ENSG00000107672",277,653,320,929,2578,0,309,450,0,1389.999,680,0,50,0,131,0,975,1,179,2140,2553,774,1318,1890,1110,157,622,1743,1358,1757,582,250,56,261,647,911,308
"ENSG00000107679",217,171,144,139,0,2616,457.001,0,331,195,233,0,1336,3587,390,0,522,0,78,1137,381,137,1235,875,987,172,0,432,724,1239,287,51,124,293,854.001,114.001,1205
"ENSG00000107719",81,0,226,885,0,0,0,284,0,318,34,0,0,0,0,0,2168,0,302,172,874,808,677,573,0,162,325,1286,2,750,273,382.001,113,55,139,96,0
"ENSG00000107731",991,86,477,57,961,0,15,0,0,0,0,270,0,0,0,0,0,0,171,26,0,3,414,0,0,0,0,259,0,0,0,74,205,0,0,79,0
"ENSG00000107736",0,149,36,876,795,0,527.001,46,1,1415,453,0,312,4610,1059,126,2267,147,511,1250,2359,769.999,164,637,1250,80,1089,963.999,1547,1931,231,409,77,442,1194,626,0
"ENSG00000107738",623,427,1445,719,343,3281,1587,284,159,617,1706,748,17,614,155,0,1443,0,1159,3607,1571,1103,1660,1733,1136,672,756,2912,6616,2589,1091,136,387,273,3223,938,2515
"ENSG00000107742",169,329,1060,74,446,0,176,53,0,224,256,0,204,937,0,750,1234,377,289,1773,0,1528,2538,4,0,119,0,373,218,23,4,2,451,234,924,1353,0
"ENSG00000107745",856,31,1591,946,538,3419,734,343,8,490.999,925.001,0,412,0,315,1662,134,492,1296,2067,564,575,1169,3312,2333,518,158,1087.001,1984,5021,1295.001,398,376,123,1981.999,1603,25
"ENSG00000107758",1865,156,716,656,1826,1387,721,603.001,142,532,2381,1772,0,0,536,0,1944,1204,837,888,1177,1106,712,3200,467,327,3425,746,2428,1158,907,1100,580,1545,1833,1088,265
"ENSG00000107771",589,531,2921.999,2186.999,1410,47,2258.001,1651,1269,3279.999,3432,0,622,1922,1901,43,3048,945.999,1560,5275,2904,3804,3320.001,3755.999,4320.001,902,1059,4155,5949.999,7176,3491.999,1285,1116.999,2113,5604,4374,1462
"ENSG00000107779",0,21,0,239,961,0,0,0,477,255,17,0,0,0,0,0,0,0,0,43,0,467.828,0,0,0,48,232,0,1119,295,134,0,60,328,15,210,4
"ENSG00000107789",939,139,981,663,417,783,544,15,293,2420,1531,0,0,150,574,582,605,0,441,138,0,595,1134,2909,357,66,312,268,1486,353,773,112,630,397,947.001,382,128
"ENSG00000107796",650,0,71,309,0,0,0,0,0,186,0,0,0,0,737,0,0,0,279.73,40,0,787,20,2989,0,249,0,605,1815.139,0,339,0,0,863,1478,455,519
"ENSG00000107798",394,126,1075,358,0,5232,247,0,50,786,658,0,0,0,180,903,599,197,0,569,45,1379,1008,1688,0,100,1115,1071,1035,1414,4536,0,42,0,990,783,0
"ENSG00000107815",716,92,112,90,1809,63,98,1931,44,647,1185,0,0,0,1696,0,1931,1889,198,0,553,122,235,53,992,122,2,0,719,0,74,0,352,337,1903,544,318
"ENSG00000107816",1361,235,373,78,0,1401,1861,263,0,3255,901,0,0,0,0,0,750,696,498,1526,1924,433,756,553,168,68,175,619,618,430,635,43,0,744,413,610,0
"ENSG00000107819",992,271,602,289,0,0,1635,583,0,74,229,0,0,1126,480,639,494,1193,690,361,212,963.001,2020,1,2483,2,864,2816,976,0,965,0,56,0,1739.999,652,45
"ENSG00000107829",1748,1712,11417,3387,1822,5844,3272,2888,1246,3256,2217.001,4742,1823,605,2338,2237,3838,444,4995,11828,8500,6088,11040,9642,2168,1150,6488,5914.999,5845,7441,1684,2537,2247,5765,6770,4221.001,4208
"ENSG00000107833",0,78,1033,623,0,0,389,48,0,353,67,583,1639,0,0,0,0,0,84,383,587,1072,152,0,408,284,74,271,950,571,323,0,221,624,685,17,92
"ENSG00000107854",1620,1047,2623,1619,2209,3990,2323,1853,1697,673,1272,2155,660,1955,1127,3466,349,450,1042,3958,2850,1744,3389,2613,3603,564,1863,4695,5868,4088,1183,1071,1186,1028,4256,1638,1995
"ENSG00000107862",2408.001,798.001,1128,1552.999,1251,5990,455,415,1768,2714,1616,0,1721,0,1337,1118,1740,438,1601.001,4864,1950,2835,648.001,0,488,353,1945,2633,1227.001,2620.999,556.001,847,22,443,5128,1891,3313.001
"ENSG00000107863",6265.944,1373,4231.002,1363,5411.895,751,1791,828,578.001,3018,2807,687,1614.556,4191,821,330,2988,1621,811.75,6800,1300,5386,3193,9046,2748.12,879,3747,3993,4603.706,1292.999,4929.025,438,647,1724,3225.995,1480.999,829
"ENSG00000107864",835,110,187,226,0,0,101,75,0,710,55,0,0,0,0,0,0,683,62,451,123,1,924,5,750,73,138,479,993,2113,153,0,0,435,128,20,0
"ENSG00000107872",0,252,318,124,1238,0,50,239,0,136,340,0,0,0,0,0,8,155,0,0,1210,116,2,111,0,23,0,0,56,51,131,61,142,1680,332,0,0
"ENSG00000107874",1236,480,1194,502,0,0,389,176,1033,1006.999,410,0,0,0,304,162,427,447,851,682,1237,1011,71,676,5,132,487,785,881,923,361,425,56,436,2391.001,450,101
"ENSG00000107882",656,105,101,534,1,0,162,12,0,43,1033,2,201,0,1384,195,0,0,840,1358,131,1673,128,355,55,257,1879,731,2121.999,2405,249,453,257,590,502,275,0
"ENSG00000107890",3,398,751,607,537,2404,207,0,0,321,644,537,0,0,907,25,694,291,226,307,722,1590,670,0,1597,171,104,40,863,296,49,353,666,1101,473,272,224
"ENSG00000107897",0,499,790.001,464,483,410,823.001,266,425,392,1629,0,0,0,161,0,1174,772,125,911,889,797,1234.999,1846,2563,177,145.999,922.999,1224,758,974,168,98,252,1264,596,259
"ENSG00000107902",517,247,2296,1501,0,0,830,1028,0,586,191,968,0,0,693,608,0,1225,0,416,308,1226,405,414,1066,153,763,1124,1495,1164,586,443,0,1381,210,327,184
"ENSG00000107929",3136,561,2291,869,1696,750,1070.001,1107,1,2043,3833,0,216,1980,606,8541,425,2342,877,4109.001,3865.999,3517.999,1908,5102,2293,735.999,1604,4409,6982.001,3080,803.999,500,1449,1799,5283,1701,624
"ENSG00000107937",814,449.797,4390,920,0,0,403,1293,167,1252,461,0,114,0,1291,0,372,910,1457,1746,2235,3377,1935,2116,0,280.001,181,598,1408,1555,871,34,325,1270,2346,1290,665
"ENSG00000107938",569,493,74,195,0,0,142,215,0,572,34,902,210,2958,61,330,22,553,167,308,1338,768,137,155,270,16,0,1222,905,242,496,0,22,573,430,233,293
"ENSG00000107949",1338,237,1591,1144,1918,1,888.999,0,0,565,16,687,0,1,537,0,0,0,339,492,1549,1140,740,4,3547,243.999,128,1716,930,989,1016,436,759.999,693,1469,871,145
"ENSG00000107951",119,296,529.999,516,0,0,919,55,828,0,1268,1726,0,0,213,0,1598,0,0,798,1991,375,486,0,243,64,248,111,1270,0,348,18,305,90,649,23,160
"ENSG00000107954",0,79,4,0,0,0,0,8,0,236,233,0,0,1125,195,0,1513,0,190,0,0,398,225,4,0,93,0,401,1358,0,0,0,0,0,322,743,0
"ENSG00000107957",10352,1739,7168.999,4301.001,1973.001,9022,4364.999,2321,2504.001,3745.001,8398,2538,2989,7543,2713,2385,10281,3023,5434.999,8990,4228,14395,12839,10025,658,2713,4646.001,4133,6798,16481,1146,2827.001,4278,5317,12818.001,5049,5889.999
"ENSG00000107959",127,403,269,660,0,1112,886,507,0,0,340,1,0,0,242,611,1296,0,422.999,2077,1786,1426,1268,955,338,179,231,212,651,706,222,803,99,1777,1293,1013.999,229
"ENSG00000107960",189,115,2060.999,1273.555,1785,0,1345,790,1379,1407.001,755,0,0,0,674,652,1189,743,1332,2884,643.769,3150,943,1531.229,5443,319,959,762,3047.146,4685,260,506,885,711,927.113,1456,0
"ENSG00000107968",347,197,2284,570.999,0,1652,481,1207,102,399,1038,0,0,0,649,0,1643,650,182,3852,1835.001,1472,353,393,2598,179,564,1055,1211,1049,510,113,580,633,965,518.999,379
"ENSG00000108001",645,0,140,0,0,0,247,0,363,0,0,0,1012,2647,292,0,0,0,55,0,0,20,1002,349,879,3,951,0,0,89,0,0,0,119,414,82,0
"ENSG00000108010",649,208,1666,1316,21,0,910,938,30,642,805,0,898,271,426,0,1528,0,443,2531,464,1508,858,1338,675,245,677,313,2218.998,663,1250,746,465,487,936,488,897
"ENSG00000108021",219,401,2205,1732.999,2857,1509,738,800.001,423,1525,2925,9,0,0,638,489,3890,1763,516,1787,3796,3825.999,1714.001,4183,1490,196,1030,1742,1589,1073,1362.001,163,318,1200,1847,877,1341
"ENSG00000108039",807,236,1270,1121.999,2013,339,1022,491,165,741,1838,0,2630,503,903.001,1819,0,0,324,4932.002,214,409,546,2339,766,360.999,549,882,798,1260,2000,851,116,842.001,2231.999,635.999,564
"ENSG00000108055",2208,958,2216,1516,1054,3238,1764.999,875,569,5383,1871,726,570,821,2284,1265,5081,2489,1045,3481,1412.002,4287.001,4659,2716.001,2713,736,1494,2310,4781,2476,2388,952,1422,1155,2962,1345,3971
"ENSG00000108061",2323,823,2181,2973.999,6199.999,1643,2046,2303.001,2420,1561.001,3018,1189,1001,2007,2213.001,6790,5865,1225.999,495,3375,1244,5803.999,4472.999,9776.999,4126,614,2564,6966,10352.001,2657.999,8472.999,1813.001,1502,1469,5867.999,1618,1526
"ENSG00000108064",268,203,962,2460,2256,0,668,456,1009,848,1268.999,0,0,0,476,0,0,155,25,1710,2449.999,721,371,2131,3019,217,513,459,1620,0,1293,526,577,415,630,251,418
"ENSG00000108091",486,626,1168,835,572,0,2828,382,677,1751,1454,1689,0,0,444,1873,910,392,515,1493,2097,1673,1800,2406,959,328,2334,670,1433,2789,998,1047,123,1158,2416,655,2390
"ENSG00000108094",814,276.999,774,975.002,1054,341,663,356,491,36,1944,0,0,3,869,0,2993.999,335,355,1327.001,35,900,904,1279,95,67,622,270,3090,1423,713,105,706.999,591,998,372,0
"ENSG00000108100",6569.001,1699,6326,4130,856,3882,4945,2996,3997,3678,5362,2190,3319,3728,4072.999,2406,5333,3639.999,2760.999,10596,6947,8700,5892,17049,6653,1503,6835.999,6104,15785,8660.999,8081.999,2019,2075,4754,10607.001,2865,714
"ENSG00000108106",2568,573,694,967,3362.993,1941,1084,470.18,1088,2648.999,470,1952.976,28,0,19,389,80,862,330,2539.981,1040,2414.996,836,1302,4027,131,3603,1500.999,4564,2231,269,514.962,580,103,4028,1014.994,255
"ENSG00000108107",74315.001,25709,62367,54070,41760,65832,64549,33110.001,42860.001,48176,51843,9969.001,21129.999,21517,29946.001,21259.999,68630,30189,31361,84385,64104,80543.001,53601,52781,47857.001,13786,29810,74455,91364.999,80030,37188,25440.001,20523.001,55037.001,97818,43075.999,52863.001
"ENSG00000108175",1778,2180,3678,3394,484,5635,1769,2826,563,5210,4055,235,2103,2346,1585,1234,2613,853,3399,5024,2500,3254,3036,3965,6020,1318,3695,4391,3017,6151,1066,1835,1360,395,3463.999,1884.999,2759
"ENSG00000108179",0,517,93,943,1560,130,1380,387,267,1006,1556,0,0,0,824,0,65,534,355,2425,2006,1117,1012,2250,0,286,1154,754,3826,5560,631,111,261,501,1836,842,856
"ENSG00000108187",0,13,0,0,218,0,75,0,0,51,0,0,0,147,473,603,0,0,0,0,0,16,0,332,891,0,41,0,74,151,1340,0,41,0,25,2,0
"ENSG00000108219",2243,475,925,1345,993,2156,499,257,80,3145,1828.999,0,0,226,652.001,591,368,557,531,2669,533,368,506,1324,1430,121,1612.001,1000,2069,1590.001,265.999,136,393,346,2278.999,679,0
"ENSG00000108239",0,115,339,0,0,0,172,15,0,0,290,0,0,0,0,0,0,0,220,1338,151,128,264,0,0,28,380,707,65,225,116,0,36,1,246,263,2
"ENSG00000108244",0,647,731,681,0,0,451,214,0,243,0,0,142,0,0,0,7,838,189,0,15,493,488,656,714,49,0,842,3131,971,234,65,177,556,369,195,0
"ENSG00000108256",1120,325,1695,1653,1238,3060,2684,1585,2548,2354,1516,907,1017,3015,2020,3313,7270,1282,735,4350,3433,2452,1484,3043,2071,498,1755,1374,4531,2124,1145,997,201,3004,4554,922,1110
"ENSG00000108262",1590,267,1853,1596.999,996,1657,377,740.001,432,1208,2017.999,0,4147.001,4063,1078,1755,1,904,548,3146,2231,2020.001,936,1094,2398,242.999,2871,1648,1582.001,1351.001,691,747,379,766,3134,1654,844
"ENSG00000108298",99793.999,47456,146522,122273.999,66639,36543.999,179255.999,67068.999,45330.001,92252,143212.999,21248,34337.999,44846,64268.999,26201,221313.999,35695.998,59461.999,215167,164233.999,280889.997,155182.999,132676,151468,31300.001,93408.001,172067,210817,180520.001,89131.001,51207.999,49136.001,137945.999,250977,91116.999,124366.996
"ENSG00000108306",64,120,374,744,969,1788,758,522,1479,826,817,939,499,999,1942.001,0,927,0,615,1649,170,248,484,218,481,69,1066,1839.001,2112.999,1521,2448,258,845.001,107,1125,898,51
"ENSG00000108309",1400,0,11,81,476,151,0,0,185,71,24,0,0,0,659,23,73,0,269.999,517,494,585,527.999,2939,677,45,475,702,5647,871,279,112,35,206,62,0,11
"ENSG00000108312",8817,1609,6407,5577.999,5698,3263,7376.001,4236.001,2904,7129,8051,304,1619,7768,5187,2801,8553,6709.001,3426,10845.001,11696.999,8725.001,10530,3186,11742,1849,4996.999,9822,8058.999,4122,2794,2014,2766.999,4213,16026,5630,2506
"ENSG00000108344",580,432,1871,2293,1372,287,2047,761,944,545,1169,1725,818,127,181,0,1518,857,396,2574,730,2360,1750,0,2288,361,2406,2095,1746,3102,300,690,381,909,1875,1713,1570
"ENSG00000108349",5560,5593,12618,11196,8534.999,792,7310,3756.999,6072.001,11642,11899.001,764,6899.999,6615,11362,7162,14401,8208,10432.999,21440,13656,25268,26544.001,18629,23948,3491,19202,14429,26831,22455,6128,5054,4560.999,12387,26704,8080,11628
"ENSG00000108370",34,144,470,57,474,0,68,163,0,2,61,0,0,0,93,0,259,1,216,732,0,565,504,106,0,0,93,170,397,0,174,330,97,9,415,791,6
"ENSG00000108384",0,86,649.999,591,1113.999,0,1555.999,2,24,553,0,0,0,0,0,4,69,0,357,184,0,707,101,481,263,141,167,455,876.001,362,902,96,233,931,669,586,15
"ENSG00000108387",0,233,475.999,219,1855,0,19,119,0,745.999,439,0,0,0,115,183,791,270,314,772,0,1089,465,199,0,202,0,0,23,0,740,0,103,13,158,80,0
"ENSG00000108389",3184,641,967,761,1340,405,500,547,1226,721,813,0,843,347,1570,0,725,154,483,3852,990,2863,687,690,221,276.001,1742,1745,1553,1329,888,52,1406,638,2079,824,1275
"ENSG00000108395",985,67,1380,340,0,0,546,607,9,594,285.999,0,0,0,331,379,444,0,732,2864,1809,1412,801,2755,491.001,381,517,678,1174.001,3394,709,19,86.999,503,2234,445.999,177
"ENSG00000108405",87,82,1016,879,2664,0,820,94,0,2799,1050,0,0,177,0,0,3,0,229,3409,590,428,881,358,1405,24,642,1744,172,182,333,51,96,48,323,0,117
"ENSG00000108406",702,4,896,1575,332,0,764.91,178,650,496,801,0,0,708,785,756,522,0,402,639,605.879,3723,2366,2283,3686,482,367,772.001,2567,1248,1649,1077.999,118,295,629,461,0
"ENSG00000108423",0,21,0,42,41,0,0,329,0,0,0,0,0,0,0,0,416,126,465,0,0,53,497,221,205,33,0,0,152,0,229,0,67,0,0,376,90
"ENSG00000108424",4215,3013,10938.999,7578.001,7127,5855,6673,6010,6132,4641,10224.001,2187,6338,14623,7399.999,1514,12542,3124.999,4023.001,15619.001,8566.999,13395.001,7333,8682,9870,2522.999,11302,10147.001,16903.001,18496,4958.999,3320.001,2174,7557,12801,4824,2643
"ENSG00000108433",242,240.999,614.746,171.869,757,0,935.058,462,1079,1314,1454.854,227,0,317,823.571,1885,1934.141,89,252,1383,1129,2011.893,1327.854,630,1927,202.001,433,519,2018.688,4502.652,677.466,568.999,477,0,684.574,469.001,317.9
"ENSG00000108439",435,85,775,224,730,0,866.999,1065.999,717,280.655,704.999,0,1807,1,757,0,1327,0,184,334,2461,1378.999,632.999,2826,0,268,1117,390,558,2011,300,78,41,78,789.999,294.001,2087
"ENSG00000108443",1559,106,2229.999,899.001,172,0,1363,166,103,874.001,183,0,599,0,279,1212,31,0,517.001,817.999,1915.999,1957.001,2291,494,2039,98,80,3125.999,2267,720,679,828,751,757,1689,979,704
"ENSG00000108465",344,295.999,1150.082,1780,32,0,988,186.999,0,0,466,83,0,0,1571,0,0,150,398,1860.662,1250,1082,1905.999,1509,0,220.001,517,1403,2045,1015,628.546,698,844,900,1616,350,614
"ENSG00000108468",2508,1191,3538.659,2025,2077,348,1925,453,1153,1974,3351,173,55,0,2617,3802,1632,607,533,2763,804,2374,3370,1854,1094,386,1340,2522,2345,1448,2177,1056,373,1411,4919,2191,939
"ENSG00000108469",530,0,0,35,1492,0,66,143,0,338,743,0,0,786,1655,0,0,0,0,19,273,60,50,0,184,142,0,906,489,0,84,72,0,14,13,374,0
"ENSG00000108479",11,94,476,19,0,0,17,1,0,0,0,0,97,0,0,340,329,45,26,0,0,14,112,0,0,231,17,879,196,12,393,122,321,458,1093,346,269
"ENSG00000108506",110,283,1908,363,1368,427,1740,982,1161,1775,1134,99,0,0,1234,0,855,337,696,1226,2687,1420,800,2248,1268,240,769,1683,3075,2486,2833,606,486,917,2368,967,1115
"ENSG00000108509",1537,898,796,1440.999,864,0,606,970,1010,493,3393,1699,559,2637,1707,1247,658,188,924,2055,1507.001,1573,1116,1272,608,448,2689,3995,3481,2288.001,97,809,590,2249,3656,1294.001,1035
"ENSG00000108510",2339,814,2857,2480,2932,3253,3005,674,1909,3450,4646,0,2941,3809,1619,591,4460,3322,503,5260,5696,5106,4132,4945,3475,842,3392,3628,5760,5698,2331,1960,1289,3715,4857,2011,422
"ENSG00000108511",0,88,82,393,0,0,0,31,0,0,222,0,0,0,0,0,0,0,164,576,142,300,126,242,145,17,121,183,42,0,97,0,15,188,285,202,0
"ENSG00000108515",0,0,240,0,0,0,128,0,0,0,105,0,0,0,0,0,0,0,0,0,399,501,0,0,581,6,0,0,9,783,0,0,0,0,0,79,0
"ENSG00000108518",15958.999,5902,18548.001,16836.999,13184.782,17507,13896,12988,6718,19633.001,15485.001,6272,11742,10052,12999.999,2235,13954,8001,10248,38020,15885,17963,18400,16929,23364,3922,12981,36640,52084,25015,12473,7189.325,5909,10712,31581,10656,18027
"ENSG00000108523",907,404,1081,1933.999,3593,0,1415,519,1991,445,660,250,1127,741,114,299,1594,1048,287,1435,20.999,1182,568.719,2138,2421,298,1214,1392,2244.999,3401,435.001,698,641.999,76,3723,805,1074.999
"ENSG00000108528",1257,232,677,309,3162,0,468,505,0,691,340,0,0,236,371,0,2662,492,364,0,350,863,34,347,169,92,269,453,1322,2223,240,443.001,0,0,853,970,359
"ENSG00000108557",683,499.999,636,383,194,0,1143,121,429,739,2084,0,872,0,119,0,0,382,404,487,415,1046,784,444,1462,67,0,450,371,1234,305,0,79,78,729,149,43
"ENSG00000108559",0,676,2546.999,2514,1248,0,1206,1872,0,2013,976,0,1057,0,214,757,1215,816,1050,160,963.004,3413,1039,1029,564,382,1876.001,2217,2932.999,2445,1156,613.001,420.999,1369,2086.324,755,623
"ENSG00000108561",1272,414,1634,2313,3996,4604,1635,1333,3106,2191,3166,0,779,1,1140,0,3833,364,144,3963,2090,4285,3553,2106,1416,441,2758,4005,5368.001,2184,1136,1850,1260,1018,5683,1497,636
"ENSG00000108576",0,6,395,0,0,0,0,226,0,504,0,0,0,0,289,0,0,215,0,635,0,422,589,812,47,22,0,167,0,0,182,0,0,0,0,26,525
"ENSG00000108578",1313,80,240,468,786,6091,707,446,7,2264,315,0,0,0,146,0,1112,1129,346,1127,678,1215,68,198,0,65,248,221,452,24,200,219,278,180,962,158,0
"ENSG00000108582",0,143.999,232,254,0,0,66,14,115,603,30,98,210,0,365,0,0,445,91,101,957,654,727,114,1334,55,487,1026,989,372,514,101,270,0,376,24,0
"ENSG00000108587",3732,777,1797,1281,2064,287,1924,686.001,832,549,1077,0,175,1555,2943,4391,1176,266,335,5992,1292,2160,1068,1104,3474,301.001,1574.999,1889.001,3919,2004,2472.999,951.999,439,1639.999,1602,1632.999,990
"ENSG00000108588",1544,399,1631,2481,0,28,658,1872,15,634.999,1302,424,217,0,2202,667,1686,743,308,836,1017,1874,2614.999,1848,641,326,418,1525,3800,4890,1250,585,62,777,3016.001,2128,679
"ENSG00000108591",0,899,971,342,1587,0,462,770,80,2030.001,666.999,0,746,4629,3,0,416,0,154.999,3869.001,660,1013,900,2612,3283,228,1177,1529,1307,2434,986,501,491.999,702,1372,781,0
"ENSG00000108592",2622,94,1214,2878,1246,814,1202,605,0,1559,1938,0,0,0,1889.001,547,21,1253,311,1351,3759,4386,1841.001,5542,1383,364,0,1448,3360,3835,63,1124,770,806,3411,915,1941
"ENSG00000108599",160,101,1154,2540,2064,1752,1125,1772,446,1696.999,2206,1201,1822,268,292,1,1496.999,1292,144,1664,548,1634,2135.999,634,4038.001,162,855,800,1893,3134,774.001,730,471,794,1279.999,1318,1810
